scientific_name,cell_id,center_latitude,center_longitude,south_latitude,north_latitude,west_longitude,east_longitude,source
Ciconia ciconia,ciconia_ciconia_0001,36.00,-9.00,35.75,36.25,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3295,64.00,17.25,63.75,64.25,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3296,64.00,18.00,63.75,64.25,17.625,18.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3297,64.00,18.75,63.75,64.25,18.375,19.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3298,64.00,19.50,63.75,64.25,19.125,19.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3299,64.00,20.25,63.75,64.25,19.875,20.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3300,64.00,21.00,63.75,64.25,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3301,64.00,21.75,63.75,64.25,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3302,64.00,22.50,63.75,64.25,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3303,64.00,23.25,63.75,64.25,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3304,64.00,24.00,63.75,64.25,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3305,64.00,24.75,63.75,64.25,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3306,64.00,25.50,63.75,64.25,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3307,64.00,26.25,63.75,64.25,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3308,64.00,27.00,63.75,64.25,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3309,64.00,27.75,63.75,64.25,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3310,64.00,28.50,63.75,64.25,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3311,64.00,29.25,63.75,64.25,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3312,64.00,30.00,63.75,64.25,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3313,64.00,30.75,63.75,64.25,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3314,64.00,31.50,63.75,64.25,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3315,64.50,4.50,64.25,64.75,4.125,4.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3316,64.50,5.25,64.25,64.75,4.875,5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3317,64.50,6.00,64.25,64.75,5.625,6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3318,64.50,6.75,64.25,64.75,6.375,7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3319,64.50,7.50,64.25,64.75,7.125,7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3320,64.50,8.25,64.25,64.75,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3321,64.50,9.00,64.25,64.75,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3322,64.50,9.75,64.25,64.75,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3323,64.50,10.50,64.25,64.75,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3324,64.50,11.25,64.25,64.75,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3325,64.50,12.00,64.25,64.75,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3326,64.50,12.75,64.25,64.75,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3327,64.50,13.50,64.25,64.75,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3328,64.50,14.25,64.25,64.75,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3329,64.50,15.00,64.25,64.75,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3330,64.50,15.75,64.25,64.75,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3331,64.50,16.50,64.25,64.75,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3332,64.50,17.25,64.25,64.75,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3333,64.50,18.00,64.25,64.75,17.625,18.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3334,64.50,18.75,64.25,64.75,18.375,19.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3335,64.50,19.50,64.25,64.75,19.125,19.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3336,64.50,20.25,64.25,64.75,19.875,20.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3337,64.50,21.00,64.25,64.75,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3338,64.50,21.75,64.25,64.75,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3339,64.50,22.50,64.25,64.75,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3340,64.50,23.25,64.25,64.75,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3341,64.50,24.00,64.25,64.75,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3342,64.50,24.75,64.25,64.75,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3343,64.50,25.50,64.25,64.75,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3344,64.50,26.25,64.25,64.75,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3345,64.50,27.00,64.25,64.75,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3346,64.50,27.75,64.25,64.75,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3347,64.50,28.50,64.25,64.75,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3348,64.50,29.25,64.25,64.75,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3349,64.50,30.00,64.25,64.75,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3350,64.50,30.75,64.25,64.75,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3351,64.50,31.50,64.25,64.75,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3352,65.00,4.50,64.75,65.25,4.125,4.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3353,65.00,5.25,64.75,65.25,4.875,5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3354,65.00,6.00,64.75,65.25,5.625,6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3355,65.00,6.75,64.75,65.25,6.375,7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3356,65.00,7.50,64.75,65.25,7.125,7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3357,65.00,8.25,64.75,65.25,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3358,65.00,9.00,64.75,65.25,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3359,65.00,9.75,64.75,65.25,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3360,65.00,10.50,64.75,65.25,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3361,65.00,11.25,64.75,65.25,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3362,65.00,12.00,64.75,65.25,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3363,65.00,12.75,64.75,65.25,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3364,65.00,13.50,64.75,65.25,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3365,65.00,14.25,64.75,65.25,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3366,65.00,15.00,64.75,65.25,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3367,65.00,15.75,64.75,65.25,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3368,65.00,16.50,64.75,65.25,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3369,65.00,17.25,64.75,65.25,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3370,65.00,18.00,64.75,65.25,17.625,18.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3371,65.00,18.75,64.75,65.25,18.375,19.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3372,65.00,19.50,64.75,65.25,19.125,19.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3373,65.00,20.25,64.75,65.25,19.875,20.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3374,65.00,21.00,64.75,65.25,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3375,65.00,21.75,64.75,65.25,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3376,65.00,22.50,64.75,65.25,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3377,65.00,23.25,64.75,65.25,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3378,65.00,24.00,64.75,65.25,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3379,65.00,24.75,64.75,65.25,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3380,65.00,25.50,64.75,65.25,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3381,65.00,26.25,64.75,65.25,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3382,65.00,27.00,64.75,65.25,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3383,65.00,27.75,64.75,65.25,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3384,65.00,28.50,64.75,65.25,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3385,65.00,29.25,64.75,65.25,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3386,65.00,30.00,64.75,65.25,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3387,65.00,30.75,64.75,65.25,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3388,65.00,31.50,64.75,65.25,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3389,65.50,4.50,65.25,65.75,4.125,4.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3390,65.50,5.25,65.25,65.75,4.875,5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3391,65.50,6.00,65.25,65.75,5.625,6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3392,65.50,6.75,65.25,65.75,6.375,7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3393,65.50,7.50,65.25,65.75,7.125,7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3394,65.50,8.25,65.25,65.75,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3395,65.50,9.00,65.25,65.75,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3396,65.50,9.75,65.25,65.75,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3397,65.50,10.50,65.25,65.75,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3398,65.50,11.25,65.25,65.75,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3399,65.50,12.00,65.25,65.75,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3400,65.50,12.75,65.25,65.75,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3401,65.50,13.50,65.25,65.75,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3402,65.50,14.25,65.25,65.75,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3403,65.50,15.00,65.25,65.75,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3404,65.50,15.75,65.25,65.75,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3405,65.50,16.50,65.25,65.75,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3406,65.50,17.25,65.25,65.75,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3407,65.50,18.00,65.25,65.75,17.625,18.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3408,65.50,18.75,65.25,65.75,18.375,19.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3409,65.50,19.50,65.25,65.75,19.125,19.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3410,65.50,20.25,65.25,65.75,19.875,20.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3411,65.50,21.00,65.25,65.75,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3412,65.50,21.75,65.25,65.75,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3413,65.50,22.50,65.25,65.75,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3414,65.50,23.25,65.25,65.75,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3415,65.50,24.00,65.25,65.75,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3416,65.50,24.75,65.25,65.75,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3417,65.50,25.50,65.25,65.75,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3418,65.50,26.25,65.25,65.75,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3419,65.50,27.00,65.25,65.75,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3420,65.50,27.75,65.25,65.75,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3421,65.50,28.50,65.25,65.75,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3422,65.50,29.25,65.25,65.75,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3423,65.50,30.00,65.25,65.75,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3424,65.50,30.75,65.25,65.75,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3425,65.50,31.50,65.25,65.75,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3426,66.00,4.50,65.75,66.25,4.125,4.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3427,66.00,5.25,65.75,66.25,4.875,5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3428,66.00,6.00,65.75,66.25,5.625,6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3429,66.00,6.75,65.75,66.25,6.375,7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3430,66.00,7.50,65.75,66.25,7.125,7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3431,66.00,8.25,65.75,66.25,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3432,66.00,9.00,65.75,66.25,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3433,66.00,9.75,65.75,66.25,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3434,66.00,10.50,65.75,66.25,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3435,66.00,11.25,65.75,66.25,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3436,66.00,12.00,65.75,66.25,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3437,66.00,12.75,65.75,66.25,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3438,66.00,13.50,65.75,66.25,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3439,66.00,14.25,65.75,66.25,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3440,66.00,15.00,65.75,66.25,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3441,66.00,15.75,65.75,66.25,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3442,66.00,16.50,65.75,66.25,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3443,66.00,17.25,65.75,66.25,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3444,66.00,18.00,65.75,66.25,17.625,18.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3445,66.00,18.75,65.75,66.25,18.375,19.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3446,66.00,19.50,65.75,66.25,19.125,19.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3447,66.00,20.25,65.75,66.25,19.875,20.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3448,66.00,21.00,65.75,66.25,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3449,66.00,21.75,65.75,66.25,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3450,66.00,22.50,65.75,66.25,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3451,66.00,23.25,65.75,66.25,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3452,66.00,24.00,65.75,66.25,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3453,66.00,24.75,65.75,66.25,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3454,66.00,25.50,65.75,66.25,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3455,66.00,26.25,65.75,66.25,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3456,66.00,27.00,65.75,66.25,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3457,66.00,27.75,65.75,66.25,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3458,66.00,28.50,65.75,66.25,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3459,66.00,29.25,65.75,66.25,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3460,66.00,30.00,65.75,66.25,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3461,66.00,30.75,65.75,66.25,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3462,66.00,31.50,65.75,66.25,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3463,66.50,4.50,66.25,66.75,4.125,4.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3464,66.50,5.25,66.25,66.75,4.875,5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3465,66.50,6.00,66.25,66.75,5.625,6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3466,66.50,6.75,66.25,66.75,6.375,7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3467,66.50,7.50,66.25,66.75,7.125,7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3468,66.50,8.25,66.25,66.75,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3469,66.50,9.00,66.25,66.75,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3470,66.50,9.75,66.25,66.75,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3471,66.50,10.50,66.25,66.75,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3472,66.50,11.25,66.25,66.75,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3473,66.50,12.00,66.25,66.75,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3474,66.50,12.75,66.25,66.75,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3475,66.50,13.50,66.25,66.75,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3476,66.50,14.25,66.25,66.75,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3477,66.50,15.00,66.25,66.75,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3478,66.50,15.75,66.25,66.75,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3479,66.50,16.50,66.25,66.75,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3480,66.50,17.25,66.25,66.75,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Cuculus canorus,cuculus_canorus_3481,66.50,18.00,66.25,66.75,17.625,18.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
